Call  Failure,Complains,Subscription_Length,Charge  Amount,Seconds_of_Use,Frequency_of_Use,Frequency_of_SMS,Distinct_Called_Numbers,Status,Age,Customer_Value,Churn,AHT,FCR,Sentiment_Score,Transfer_Count,SLA_Compliance,Callback_Count,Usage_per_Sub_Day,SLA_Target,Service_Gap,Complexity_Score,Tariff_1,Tariff_2,Age_Group_Numeric
4,0,39,0,4390,85,6,28,1,30,203.0,0,220,0,4,3,0.85,0,112.56410256410257,0.95,0.09999999999999998,1.5,True,False,35
3,0,39,0,5793,97,11,15,1,25,314.55,0,165,0,1,2,0.73,1,148.53846153846155,0.95,0.21999999999999997,1.3,True,False,25
6,0,39,0,2113,56,12,20,2,30,134.76,0,290,0,2,1,0.96,2,54.17948717948718,0.95,-0.010000000000000009,1.1,True,False,35
22,0,39,2,15015,227,58,35,1,30,841.68,0,212,1,1,3,0.87,2,385.0,0.95,0.07999999999999996,2.1,True,False,35
1,0,39,0,2970,29,487,11,1,30,2067.96,0,347,0,3,3,0.82,1,76.15384615384616,0.95,0.13,1.8,True,False,35
6,0,38,0,15360,184,154,33,1,25,1392.48,0,296,1,5,0,0.72,0,404.2105263157895,0.95,0.22999999999999998,0.0,True,False,25
0,0,38,0,6375,88,190,29,1,30,1018.52,0,345,1,4,0,0.82,2,167.76315789473685,0.95,0.13,0.6,True,False,35
0,0,38,0,750,16,4,14,2,25,52.47,0,308,1,2,1,0.96,1,19.736842105263158,0.95,-0.010000000000000009,0.8,True,False,25
0,0,39,0,585,16,17,11,2,25,103.545,0,259,1,3,0,0.91,0,15.0,0.95,0.039999999999999925,0.0,True,False,25
0,0,38,0,0,0,4,0,2,25,18.0,1,365,1,2,2,0.72,0,0.0,0.95,0.22999999999999998,1.0,True,False,25
0,0,38,0,7383,129,388,46,1,25,2084.04,0,269,1,4,2,0.75,2,194.28947368421052,0.95,0.19999999999999996,1.6,True,False,25
4,0,38,0,11340,156,15,50,1,30,519.84,0,387,1,2,2,0.82,2,298.42105263157896,0.95,0.13,1.6,True,False,35
5,0,38,0,6593,77,112,40,1,25,804.15,0,398,1,1,0,0.73,2,173.5,0.95,0.21999999999999997,0.6,True,False,25
20,1,34,0,830,49,20,20,2,25,129.555,1,297,0,3,3,0.98,0,24.41176470588235,0.95,-0.030000000000000027,1.5,True,False,25
18,0,37,7,10310,95,5,45,1,45,272.625,0,318,1,5,3,0.9,2,278.64864864864865,0.95,0.04999999999999993,2.1,False,True,45
10,0,37,0,5693,100,30,27,1,25,395.685,1,213,0,3,2,0.73,0,153.86486486486487,0.95,0.21999999999999997,1.0,True,False,25
0,0,35,0,2715,24,4,17,1,30,125.56,0,353,1,2,0,0.94,2,77.57142857142857,0.95,0.010000000000000009,0.6,True,False,35
6,1,36,0,2865,43,13,19,2,25,189.36,1,317,1,1,1,0.81,2,79.58333333333333,0.95,0.1399999999999999,1.1,True,False,25
6,1,37,0,2143,46,38,34,2,30,239.56,1,375,0,5,2,0.77,1,57.91891891891892,0.95,0.17999999999999994,1.3,True,False,35
0,0,37,0,8,4,4,5,2,30,16.48,1,216,1,4,2,0.87,0,0.21621621621621623,0.95,0.07999999999999996,1.0,True,False,35
0,0,37,0,1543,27,4,9,1,30,78.8,0,346,0,1,0,0.7,2,41.7027027027027,0.95,0.25,0.6,True,False,35
0,0,34,0,6660,99,18,25,1,45,213.975,0,267,1,1,3,0.84,0,195.88235294117646,0.95,0.10999999999999999,1.5,True,False,45
0,1,37,0,503,9,13,7,2,45,45.3,1,196,1,1,3,0.95,1,13.594594594594595,0.95,0.0,1.8,True,False,45
0,0,37,0,213,6,8,5,1,55,15.285,0,192,0,2,2,0.98,0,5.756756756756757,0.95,-0.030000000000000027,1.0,True,False,55
22,0,32,2,15950,240,4,83,1,25,746.55,0,290,0,5,1,0.8,1,498.4375,0.95,0.1499999999999999,0.8,True,False,25
3,0,35,2,6840,118,275,36,1,25,1550.61,0,229,1,1,2,0.89,2,195.42857142857142,0.95,0.05999999999999994,1.6,False,True,25
0,0,37,0,3593,84,6,31,1,25,192.465,0,175,0,5,0,0.77,2,97.10810810810811,0.95,0.17999999999999994,0.6,True,False,25
0,0,36,0,1540,46,42,23,2,30,231.44,0,256,1,1,2,0.87,1,42.77777777777778,0.95,0.07999999999999996,1.3,True,False,35
3,0,37,0,2655,55,179,26,1,25,927.45,0,313,1,4,0,0.78,0,71.75675675675676,0.95,0.16999999999999993,0.0,True,False,25
1,0,28,0,1190,38,197,14,1,25,941.76,0,229,1,2,0,0.87,2,42.5,0.95,0.07999999999999996,0.6,False,True,25
1,0,27,0,1443,41,34,71,1,45,122.1,0,388,0,5,2,0.75,1,53.44444444444444,0.95,0.19999999999999996,1.3,True,False,45
8,0,28,0,575,27,14,10,2,25,90.09,0,344,1,3,2,0.98,0,20.535714285714285,0.95,-0.030000000000000027,1.0,True,False,25
0,0,27,0,700,12,25,6,2,45,80.3,0,278,1,2,3,0.97,2,25.925925925925927,0.95,-0.020000000000000018,2.1,True,False,45
7,0,26,0,1100,34,23,16,1,25,154.53,0,383,0,2,2,0.8,2,42.30769230769231,0.95,0.1499999999999999,1.6,True,False,25
0,0,26,0,3100,63,12,26,1,30,174.52,0,258,1,5,3,0.93,0,119.23076923076923,0.95,0.019999999999999907,1.5,True,False,35
0,0,19,0,1570,28,32,17,1,25,215.91,0,184,0,3,3,0.73,0,82.63157894736842,0.95,0.21999999999999997,1.5,True,False,25
13,0,18,0,6268,143,89,45,1,15,842.105,0,158,1,2,1,0.92,0,348.22222222222223,0.95,0.029999999999999916,0.5,False,True,18
9,0,16,0,8808,173,77,43,1,45,417.025,0,384,1,4,3,0.78,1,550.5,0.95,0.16999999999999993,1.8,True,False,45
5,0,17,2,2728,47,35,22,1,30,251.0,0,389,1,3,1,0.74,0,160.47058823529412,0.95,0.20999999999999996,0.5,True,False,35
0,0,10,0,4265,42,219,13,1,30,1048.28,0,334,1,4,2,0.9,1,426.5,0.95,0.04999999999999993,1.3,True,False,35
0,1,10,0,1363,21,4,10,1,25,80.28,1,175,1,3,0,0.84,2,136.3,0.95,0.10999999999999999,0.6,True,False,25
1,0,33,0,3885,57,0,10,1,25,177.39,0,223,0,1,0,0.86,0,117.72727272727273,0.95,0.08999999999999997,0.0,True,False,25
0,0,34,0,0,0,0,0,2,25,0.0,0,160,0,1,2,0.86,2,0.0,0.95,0.08999999999999997,1.6,True,False,25
3,0,32,0,1968,46,341,17,1,25,1625.13,0,162,1,1,1,0.72,0,61.5,0.95,0.22999999999999998,0.5,True,False,25
3,0,33,0,3713,52,0,28,1,15,207.075,0,211,1,3,2,0.72,0,112.51515151515152,0.95,0.22999999999999998,1.0,True,False,18
0,0,33,0,1908,44,0,26,1,15,107.36,0,293,1,3,0,0.88,2,57.81818181818182,0.95,0.06999999999999995,0.6,True,False,18
4,0,33,0,3290,68,14,21,1,25,214.11,0,166,1,4,1,0.89,1,99.6969696969697,0.95,0.05999999999999994,0.8,True,False,25
0,0,33,0,1875,25,267,11,1,30,1144.0,0,396,0,5,2,0.71,2,56.81818181818182,0.95,0.24,1.6,True,False,35
6,0,32,1,8630,107,126,36,1,30,853.48,0,263,0,1,2,0.81,1,269.6875,0.95,0.1399999999999999,1.3,True,False,35
0,0,33,0,13288,155,0,37,1,30,537.72,0,215,0,5,3,0.88,1,402.6666666666667,0.95,0.06999999999999995,1.8,True,False,35
0,0,33,0,4030,69,0,18,1,30,163.96,0,279,1,5,3,0.9,2,122.12121212121212,0.95,0.04999999999999993,2.1,True,False,35
0,0,33,0,5433,81,0,5,1,25,248.13,0,347,1,4,3,0.95,2,164.63636363636363,0.95,0.0,2.1,True,False,25
2,0,33,0,1753,40,0,10,2,30,71.72,0,228,1,3,0,0.83,2,53.121212121212125,0.95,0.12,0.6,True,False,35
18,0,33,2,14655,211,36,25,1,30,738.64,0,161,0,1,2,0.86,1,444.09090909090907,0.95,0.08999999999999997,1.3,True,False,35
0,0,33,0,2610,13,465,1,1,30,1964.92,0,162,0,1,0,0.87,2,79.0909090909091,0.95,0.07999999999999996,0.6,True,False,35
2,0,32,0,15000,168,132,23,1,25,1276.56,0,362,1,1,1,0.79,0,468.75,0.95,0.15999999999999992,0.5,True,False,25
0,0,32,0,6015,72,168,19,1,30,915.48,0,177,1,4,0,0.72,1,187.96875,0.95,0.22999999999999998,0.3,True,False,35
0,0,32,0,0,0,0,0,2,25,0.0,0,308,1,3,1,0.7,0,0.0,0.95,0.25,0.5,True,False,25
0,0,33,0,0,0,0,0,2,25,0.0,0,246,1,1,0,0.95,0,0.0,0.95,0.0,0.0,True,False,25
0,0,32,0,0,0,0,0,2,25,0.0,1,344,1,1,2,0.76,0,0.0,0.95,0.18999999999999995,1.0,True,False,25
0,0,32,0,7023,113,366,36,1,25,1968.12,0,165,1,1,0,0.89,1,219.46875,0.95,0.05999999999999994,0.3,True,False,25
0,0,32,0,10980,140,0,40,1,30,444.8,0,374,1,4,2,0.87,2,343.125,0.95,0.07999999999999996,1.6,True,False,35
1,0,32,0,6233,61,90,30,1,25,688.23,0,324,1,4,2,0.82,1,194.78125,0.95,0.13,1.3,True,False,25
16,0,28,0,470,33,0,10,2,25,22.635,1,262,1,4,0,0.95,2,16.785714285714285,0.95,0.0,0.6,True,False,25
14,0,31,7,9950,79,0,35,1,45,250.725,0,201,1,1,0,0.91,1,320.96774193548384,0.95,0.039999999999999925,0.3,True,False,45
6,1,31,0,5333,84,8,17,1,25,279.765,1,394,0,1,3,0.71,1,172.03225806451613,0.95,0.24,1.8,True,False,25
0,0,29,0,2355,8,0,7,1,30,94.52,0,225,1,1,2,0.93,0,81.20689655172414,0.95,0.019999999999999907,1.0,True,False,35
2,1,30,0,2505,27,0,9,2,25,113.94,1,272,0,4,1,0.85,2,83.5,0.95,0.09999999999999998,1.1,True,False,25
2,0,31,0,1783,30,16,24,2,30,136.52,1,248,1,4,3,0.8,0,57.516129032258064,0.95,0.1499999999999999,1.5,True,False,35
0,0,31,0,0,0,0,0,2,30,0.0,1,207,1,2,0,0.92,0,0.0,0.95,0.029999999999999916,0.0,True,False,35
0,0,31,0,0,0,0,0,1,30,0.0,0,254,1,1,3,0.91,2,0.0,0.95,0.039999999999999925,2.1,True,False,35
0,0,28,0,6300,83,0,15,1,45,159.575,0,187,1,2,0,0.79,1,225.0,0.95,0.15999999999999992,0.3,True,False,45
0,0,31,0,0,0,0,0,2,45,0.0,1,150,1,5,2,0.99,0,0.0,0.95,-0.040000000000000036,1.0,True,False,45
0,0,31,0,0,0,0,0,1,55,0.0,0,222,0,1,0,0.89,1,0.0,0.95,0.05999999999999994,0.3,True,False,55
18,0,26,2,15590,224,0,73,1,25,711.63,0,178,0,4,0,0.88,1,599.6153846153846,0.95,0.06999999999999995,0.3,True,False,25
0,0,29,2,6480,102,253,26,1,25,1434.69,0,253,0,3,1,0.72,0,223.44827586206895,0.95,0.22999999999999998,0.5,False,True,25
0,0,31,0,3233,68,0,21,1,25,148.545,0,365,1,1,0,0.78,2,104.29032258064517,0.95,0.16999999999999993,0.6,True,False,25
0,0,30,0,1180,30,20,13,2,30,128.4,0,190,1,5,1,0.83,2,39.333333333333336,0.95,0.12,1.1,True,False,35
0,0,31,0,2295,39,157,16,1,25,811.53,0,150,0,3,0,0.89,0,74.03225806451613,0.95,0.05999999999999994,0.0,True,False,25
0,0,22,0,830,22,175,4,1,25,825.84,0,177,1,4,0,0.85,1,37.72727272727273,0.95,0.09999999999999998,0.3,False,True,25
0,0,21,0,1083,25,12,61,1,45,57.7,0,277,1,1,3,0.93,0,51.57142857142857,0.95,0.019999999999999907,1.5,True,False,45
4,0,22,0,215,11,0,3,2,25,10.17,0,218,1,2,3,0.78,2,9.772727272727273,0.95,0.16999999999999993,2.1,True,False,25
0,0,21,0,0,0,3,0,2,45,7.5,0,272,1,4,3,0.91,1,0.0,0.95,0.039999999999999925,1.8,True,False,45
3,0,20,0,740,18,1,6,1,25,38.61,0,157,0,4,0,0.94,0,37.0,0.95,0.010000000000000009,0.0,True,False,25
0,0,20,0,2740,47,0,16,1,30,111.48,0,233,1,1,1,0.93,1,137.0,0.95,0.019999999999999907,0.8,True,False,35
0,0,13,0,1210,12,10,7,1,25,99.99,0,252,1,4,1,0.93,1,93.07692307692308,0.95,0.019999999999999907,0.8,True,False,25
9,0,12,0,5908,127,67,35,1,15,700.425,0,257,0,5,1,0.97,1,492.3333333333333,0.95,-0.020000000000000018,0.8,False,True,18
5,0,10,0,8448,157,55,33,1,45,352.625,0,287,1,4,1,0.73,2,844.8,0.95,0.21999999999999997,1.1,True,False,45
1,0,11,2,2368,31,13,12,1,30,147.96,0,345,1,2,2,0.91,1,215.27272727272728,0.95,0.039999999999999925,1.3,True,False,35
0,0,4,0,3905,26,197,3,1,30,945.24,0,266,1,5,1,0.99,1,976.25,0.95,-0.040000000000000036,0.8,True,False,35
0,0,4,0,1003,5,0,4,1,25,45.36,1,360,1,4,1,0.87,0,250.75,0.95,0.07999999999999996,0.5,True,False,25
7,0,36,1,4665,75,19,30,1,25,298.8,0,282,1,1,3,0.77,1,129.58333333333334,0.95,0.17999999999999994,1.8,True,False,25
0,0,37,0,613,9,21,17,2,25,122.49,0,215,1,1,3,1.0,0,16.56756756756757,0.95,-0.050000000000000044,1.5,True,False,25
9,0,35,1,2748,64,373,37,1,25,1805.04,0,207,1,5,1,0.75,2,78.51428571428572,0.95,0.19999999999999996,1.1,True,False,25
9,0,36,1,4493,70,15,48,1,15,333.465,0,230,1,2,0,0.8,0,124.80555555555556,0.95,0.1499999999999999,0.0,True,False,18
2,0,36,1,2688,62,16,46,1,15,239.25,0,299,0,1,2,0.75,2,74.66666666666667,0.95,0.19999999999999996,1.6,True,False,18
10,0,36,2,4070,86,46,41,1,30,350.24,0,210,0,3,1,0.84,1,113.05555555555556,0.95,0.10999999999999999,0.8,True,False,35
3,0,36,1,2655,43,299,31,1,30,1303.92,0,378,0,3,3,0.83,2,73.75,0.95,0.12,2.1,True,False,35
12,0,35,3,9410,125,158,56,1,30,1013.4,0,269,1,3,1,0.85,1,268.85714285714283,0.95,0.09999999999999998,0.8,True,False,35
6,0,36,1,14068,173,14,57,1,30,625.64,0,365,1,4,0,0.98,0,390.77777777777777,0.95,-0.030000000000000027,0.0,True,False,35
6,0,36,2,4810,87,16,38,1,30,259.88,0,320,1,5,0,0.84,2,133.61111111111111,0.95,0.10999999999999999,0.6,True,False,35
5,0,36,1,6213,99,21,25,1,25,378.54,0,233,1,4,0,0.85,2,172.58333333333334,0.95,0.09999999999999998,0.6,True,False,25
8,0,36,0,2533,58,22,30,2,30,191.64,0,207,0,1,1,0.97,0,70.36111111111111,0.95,-0.020000000000000018,0.5,True,False,35
24,0,36,4,15435,229,68,45,1,30,898.56,0,335,1,1,1,0.95,0,428.75,0.95,0.0,0.5,False,True,35
3,0,36,2,3390,31,497,21,1,30,2124.84,0,232,1,1,3,0.77,1,94.16666666666667,0.95,0.17999999999999994,1.8,True,False,35
8,0,35,1,15780,186,164,43,1,25,1456.47,0,211,1,2,3,0.7,2,450.85714285714283,0.95,0.25,2.1,True,False,25
2,0,35,2,6795,90,200,39,1,30,1075.4,0,382,1,2,0,0.89,1,194.14285714285714,0.95,0.05999999999999994,0.3,True,False,35
0,0,35,0,1170,18,14,24,2,25,116.46,0,270,1,5,3,0.95,0,33.42857142857143,0.95,0.0,1.5,True,False,25
1,0,36,0,1005,18,27,21,2,25,167.535,0,162,1,2,2,0.87,2,27.916666666666668,0.95,0.07999999999999996,1.6,True,False,25
0,1,35,0,295,4,14,13,2,25,76.455,1,273,1,1,1,0.76,1,8.428571428571429,0.95,0.18999999999999995,0.8,True,False,25
2,0,35,1,7803,131,398,56,1,25,2148.03,0,265,1,5,1,0.92,1,222.94285714285715,0.95,0.029999999999999916,0.8,True,False,25
6,0,35,2,11760,158,25,60,1,30,576.72,0,365,0,2,1,0.9,1,336.0,0.95,0.04999999999999993,0.8,True,False,35
7,0,35,2,7013,79,122,50,1,25,868.14,0,327,0,5,0,0.87,0,200.37142857142857,0.95,0.07999999999999996,0.0,True,False,25
22,0,31,0,1250,51,30,30,2,25,193.545,1,197,1,4,3,0.96,0,40.32258064516129,0.95,-0.010000000000000009,1.5,True,False,25
20,0,34,9,10730,97,15,55,1,45,308.175,0,187,0,5,0,0.94,1,315.5882352941176,0.95,0.010000000000000009,0.3,True,False,45
12,0,34,2,6113,102,40,37,1,25,459.675,0,300,0,5,0,0.9,1,179.7941176470588,0.95,0.04999999999999993,0.3,True,False,25
0,0,32,1,3135,26,14,27,1,30,182.44,0,161,1,1,1,0.9,0,97.96875,0.95,0.04999999999999993,0.5,True,False,35
8,0,33,0,3285,45,23,29,2,25,253.35,1,229,0,4,0,0.9,0,99.54545454545455,0.95,0.04999999999999993,0.0,True,False,25
8,1,34,0,2563,48,48,44,2,30,296.44,1,184,1,3,0,0.86,2,75.38235294117646,0.95,0.08999999999999997,0.6,True,False,35
0,0,34,0,428,6,14,15,2,30,73.36,1,155,1,4,1,0.84,0,12.588235294117647,0.95,0.10999999999999999,0.5,True,False,35
0,0,34,1,1963,29,14,19,1,30,135.68,0,379,1,4,1,0.91,0,57.73529411764706,0.95,0.039999999999999925,0.5,True,False,35
2,0,31,2,7080,101,28,35,1,45,249.525,0,172,1,3,0,0.88,1,228.38709677419354,0.95,0.06999999999999995,0.3,True,False,45
0,0,34,0,923,11,23,17,2,45,80.85,1,152,1,2,3,0.85,2,27.147058823529413,0.95,0.09999999999999998,2.1,True,False,45
0,0,34,2,633,8,18,15,1,55,36.615,0,383,1,5,3,0.74,2,18.61764705882353,0.95,0.20999999999999996,2.1,True,False,55
24,0,29,4,16370,242,14,93,1,25,810.54,0,197,0,4,2,0.91,1,564.4827586206897,0.95,0.039999999999999925,1.3,True,False,25
5,0,32,4,7260,120,285,46,1,25,1614.6,0,354,1,5,2,0.89,2,226.875,0.95,0.05999999999999994,1.6,False,True,25
1,0,34,1,4013,86,16,41,1,25,256.455,0,157,1,2,3,0.8,1,118.02941176470588,0.95,0.1499999999999999,1.8,True,False,25
2,1,33,0,1960,48,52,33,2,30,288.32,1,188,0,5,1,0.81,2,59.39393939393939,0.95,0.1399999999999999,1.1,True,False,35
5,0,34,1,3075,57,189,36,1,25,991.44,0,177,1,2,1,0.77,0,90.44117647058823,0.95,0.17999999999999994,0.5,True,False,25
3,0,25,2,1610,40,207,24,1,25,1005.75,0,326,1,3,0,0.99,0,64.4,0.95,-0.040000000000000036,0.0,False,True,25
3,0,24,1,1863,43,44,81,1,45,157.65,0,305,1,5,2,0.96,2,77.625,0.95,-0.010000000000000009,1.6,True,False,45
10,0,25,0,995,29,24,20,2,25,154.08,0,268,1,2,0,0.87,2,39.8,0.95,0.07999999999999996,0.6,True,False,25
0,0,24,0,1120,14,35,16,2,45,115.85,0,210,0,2,2,0.82,2,46.666666666666664,0.95,0.13,1.6,True,False,45
9,0,23,1,1520,36,33,26,1,25,218.52,0,172,1,5,3,0.92,1,66.08695652173913,0.95,0.029999999999999916,1.8,True,False,25
1,0,23,1,3520,65,22,36,1,30,231.4,0,292,0,5,0,0.86,1,153.04347826086956,0.95,0.08999999999999997,0.3,True,False,35
1,0,16,1,1990,30,42,27,1,25,279.9,0,207,0,2,2,0.99,0,124.375,0.95,-0.040000000000000036,1.0,True,False,25
15,0,15,2,6688,145,99,55,1,15,920.315,0,297,0,2,1,0.72,1,445.8666666666667,0.95,0.22999999999999998,0.8,False,True,18
11,0,13,1,9228,175,87,53,1,45,452.575,0,321,1,2,1,0.71,2,709.8461538461538,0.95,0.24,1.1,True,False,45
7,0,14,4,3148,49,45,32,1,30,307.88,0,362,1,1,2,0.87,0,224.85714285714286,0.95,0.07999999999999996,1.0,True,False,35
1,0,7,2,4685,44,229,23,1,30,1105.16,0,273,1,3,0,0.76,1,669.2857142857143,0.95,0.18999999999999995,0.3,True,False,35
2,1,7,2,1783,23,14,20,1,30,128.24,1,151,0,2,3,0.88,0,254.71428571428572,0.95,0.06999999999999995,1.5,True,False,35
0,0,36,0,3465,55,0,10,1,25,158.4,0,220,0,5,1,0.93,1,96.25,0.95,0.019999999999999907,0.8,True,False,25
0,0,37,0,0,0,0,0,2,25,0.0,0,363,1,1,1,0.74,2,0.0,0.95,0.20999999999999996,1.1,True,False,25
1,0,35,0,1548,44,331,7,1,25,1561.14,0,283,0,4,3,0.83,2,44.22857142857143,0.95,0.12,2.1,True,False,25
1,0,36,0,3293,50,0,18,1,15,183.865,0,304,1,3,0,0.91,1,91.47222222222223,0.95,0.039999999999999925,0.3,True,False,18
0,0,36,0,1488,42,0,16,1,15,84.15,0,264,1,4,1,0.95,2,41.333333333333336,0.95,0.0,1.1,True,False,18
2,0,36,0,2870,66,4,11,1,25,150.12,0,190,1,1,3,0.85,2,79.72222222222223,0.95,0.09999999999999998,2.1,True,False,25
0,0,36,0,1455,23,257,1,1,30,1087.12,0,374,1,3,1,0.76,2,40.416666666666664,0.95,0.18999999999999995,1.1,True,False,35
4,0,35,0,8210,105,116,26,1,30,796.6,0,343,0,4,0,0.88,2,234.57142857142858,0.95,0.06999999999999995,0.6,True,False,35
0,0,36,0,12868,153,0,27,1,30,520.84,0,398,0,2,1,0.84,1,357.44444444444446,0.95,0.10999999999999999,0.8,True,False,35
0,0,36,0,3610,67,0,8,1,30,147.08,0,363,1,5,3,0.93,2,100.27777777777777,0.95,0.019999999999999907,2.1,True,False,35
0,0,36,0,5013,79,0,13,1,25,229.14,0,222,1,3,3,0.87,0,139.25,0.95,0.07999999999999996,1.5,True,False,25
0,0,36,0,1333,38,0,4,2,30,54.84,0,213,1,2,3,0.78,2,37.02777777777778,0.95,0.16999999999999993,2.1,True,False,35
16,0,36,0,14235,209,26,15,1,30,681.76,0,212,0,1,1,0.93,2,395.4166666666667,0.95,0.019999999999999907,1.1,True,False,35
0,0,36,0,2190,11,455,5,1,30,1908.04,0,379,1,1,3,0.86,1,60.833333333333336,0.95,0.08999999999999997,1.8,True,False,35
0,0,35,0,14580,166,122,13,1,25,1212.57,0,289,1,3,1,0.75,0,416.57142857142856,0.95,0.19999999999999996,0.5,True,False,25
0,0,35,0,5595,70,158,9,1,30,858.6,0,263,1,3,3,0.87,1,159.85714285714286,0.95,0.07999999999999996,1.8,True,False,35
0,0,35,0,0,0,0,0,2,25,0.0,0,392,0,5,3,0.98,2,0.0,0.95,-0.030000000000000027,2.1,True,False,25
0,0,36,0,0,0,0,0,2,25,0.0,0,300,1,4,0,0.91,0,0.0,0.95,0.039999999999999925,0.0,True,False,25
0,0,35,0,0,0,0,0,2,25,0.0,1,377,0,1,3,0.79,2,0.0,0.95,0.15999999999999992,2.1,True,False,25
0,0,35,0,6603,111,356,26,1,25,1904.13,0,396,1,3,2,0.91,2,188.65714285714284,0.95,0.039999999999999925,1.6,True,False,25
0,0,35,0,10560,138,0,30,1,30,427.92,0,169,1,3,2,0.78,1,301.7142857142857,0.95,0.16999999999999993,1.3,True,False,35
0,0,35,0,5813,59,80,20,1,25,624.24,0,240,1,1,3,0.86,2,166.0857142857143,0.95,0.08999999999999997,2.1,True,False,25
7,0,31,0,50,2,0,1,2,25,2.34,1,333,1,4,0,0.86,2,1.6129032258064515,0.95,0.08999999999999997,0.6,True,False,25
12,0,34,5,9530,77,0,25,1,45,240.175,0,353,1,3,2,0.77,1,280.29411764705884,0.95,0.17999999999999994,1.3,True,False,45
4,0,34,0,4913,82,0,7,1,25,224.775,1,187,0,1,0,0.8,2,144.5,0.95,0.1499999999999999,0.6,True,False,25
0,0,32,0,1935,6,0,2,1,30,77.64,0,229,0,3,1,0.98,2,60.46875,0.95,-0.030000000000000027,1.1,True,False,35
0,0,33,0,2085,25,0,9,2,25,94.95,1,287,1,4,0,0.78,0,63.18181818181818,0.95,0.16999999999999993,0.0,True,False,25
0,1,34,0,1363,28,6,14,2,30,79.64,1,349,1,2,0,0.94,2,40.088235294117645,0.95,0.010000000000000009,0.6,True,False,35
0,0,34,0,0,0,0,0,2,25,0.0,1,178,0,2,3,0.9,0,0.0,0.95,0.04999999999999993,1.5,True,False,25
0,0,34,0,0,0,0,0,1,30,0.0,0,300,0,1,1,0.86,1,0.0,0.95,0.08999999999999997,0.8,True,False,35
0,0,31,0,5880,81,0,5,1,45,149.025,0,224,1,2,1,0.74,2,189.67741935483872,0.95,0.20999999999999996,1.1,True,False,45
0,1,34,0,0,0,0,0,2,45,0.0,1,204,0,5,1,0.76,2,0.0,0.95,0.18999999999999995,1.1,True,False,45
0,0,34,0,0,0,0,0,1,45,0.0,0,278,0,4,2,0.75,0,0.0,0.95,0.19999999999999996,1.0,True,False,45
16,0,29,0,15170,222,0,63,1,25,692.64,0,253,1,1,2,0.88,1,523.1034482758621,0.95,0.06999999999999995,1.3,True,False,25
0,0,32,0,6060,100,243,16,1,25,1370.7,0,308,1,3,2,0.99,0,189.375,0.95,-0.040000000000000036,1.0,False,True,25
0,0,34,0,2813,66,0,11,1,25,129.555,0,229,1,1,3,0.96,0,82.73529411764706,0.95,-0.010000000000000009,1.5,True,False,25
0,0,33,0,760,28,10,3,2,30,71.52,0,355,1,3,1,0.71,2,23.03030303030303,0.95,0.24,1.1,True,False,35
0,0,34,0,1875,37,147,6,1,25,747.54,0,169,0,1,3,0.78,0,55.14705882352941,0.95,0.16999999999999993,1.5,True,False,25
0,0,25,0,1903,20,165,8,1,25,829.035,0,365,1,4,3,0.75,2,76.12,0.95,0.19999999999999996,2.1,False,True,25
0,0,24,0,663,23,2,51,1,45,22.15,0,157,1,3,2,0.99,1,27.625,0.95,-0.040000000000000036,1.3,True,False,45
0,0,25,0,0,0,0,0,2,25,0.0,0,333,1,4,0,0.77,0,0.0,0.95,0.17999999999999994,0.0,True,False,25
0,0,24,0,0,0,0,0,2,45,0.0,0,236,0,3,1,0.76,2,0.0,0.95,0.18999999999999995,1.1,True,False,45
0,0,23,0,0,0,0,0,1,25,0.0,0,245,0,2,2,0.89,0,0.0,0.95,0.05999999999999994,1.0,True,False,25
0,0,23,0,2320,45,0,6,1,30,94.6,0,154,0,2,1,0.87,0,100.8695652173913,0.95,0.07999999999999996,0.5,True,False,35
0,0,16,0,0,0,0,0,1,25,0.0,0,325,1,2,1,0.77,0,0.0,0.95,0.17999999999999994,0.5,True,False,25
7,0,15,0,5488,125,57,25,1,15,622.215,0,191,1,3,1,0.9,2,365.8666666666667,0.95,0.04999999999999993,1.1,False,True,18
3,0,13,0,8028,155,45,23,1,45,317.075,0,314,1,3,0,0.73,1,617.5384615384615,0.95,0.21999999999999997,0.3,True,False,45
0,0,14,0,1948,29,3,2,1,30,91.08,0,331,1,4,0,0.71,1,139.14285714285714,0.95,0.24,0.3,True,False,35
0,0,7,0,3485,24,187,21,1,30,888.36,0,361,1,1,3,0.72,0,497.85714285714283,0.95,0.22999999999999998,1.5,True,False,35
0,0,7,0,0,0,0,0,1,25,0.0,1,327,1,2,0,0.81,2,0.0,0.95,0.1399999999999999,0.6,True,False,25
3,0,37,0,4180,71,30,19,1,30,290.04,0,225,0,5,3,0.99,2,112.97297297297297,0.95,-0.040000000000000036,2.1,True,False,35
0,0,38,0,128,5,32,6,2,30,133.32,0,334,1,5,1,0.86,0,3.3684210526315788,0.95,0.08999999999999997,0.5,True,False,35
5,0,36,0,2263,60,384,26,1,30,1628.92,0,356,1,5,3,0.93,2,62.861111111111114,0.95,0.019999999999999907,2.1,True,False,35
5,0,37,0,4008,66,26,37,1,15,367.07,0,229,0,2,1,0.8,1,108.32432432432432,0.95,0.1499999999999999,0.8,True,False,18
0,0,37,0,2203,58,27,35,1,25,223.245,0,181,1,1,3,0.92,2,59.54054054054054,0.95,0.029999999999999916,2.1,True,False,25
